2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=46, roomName='排烟机房外走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1138, centerY=620, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=47, roomName='合成作战室外走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=837, centerY=624, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=51, roomName='值班室医疗室之间走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=498, centerY=634, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=50, roomName='配电室门口走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=396, centerY=624, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=49, roomName='办案区入口过道', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=357, centerY=623, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=48, roomName='入区大厅出口', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=33, centerY=717, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=55, roomName='讯（询）问室1门口走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=801, centerY=630, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=54, roomName='合成作战室门口走廊2', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=806, centerY=627, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.003[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=53, roomName='未成年人门口走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=709, centerY=617, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.004[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=52, roomName='治疗室门口走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=529, centerY=628, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.004[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=59, roomName='送风机房', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1400, centerY=762, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.004[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=58, roomName='杂物间东侧走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1162, centerY=641, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.004[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=57, roomName='长走廊防火门处', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1136, centerY=621, mainNumR=0, mainNumC=0}
